chrom	start	end	gene	score	strand	interval
chr13	26557702	26688948	ENSG00000132970	0	+	131246
chr12	131949919	132081102	ENSG00000183495	0	+	131183
chr2	111898478	112029561	ENSG00000153208	0	+	131083
chr3	37052655	37183689	ENSG00000093167	0	-	131034
chr5	119268691	119399688	ENSG00000145779	0	+	130997
chr14	104474677	104605647	ENSG00000258986	0	-	130970
chr3	45555393	45686338	ENSG00000144791	0	+	130945
chr1	243124427	243255348	ENSG00000143702	0	-	130921
chr9	112750837	112881671	ENSG00000148158	0	+	130834
chr15	78959946	79090773	ENSG00000058335	0	-	130827
chr1	28369581	28500369	ENSG00000204138	0	+	130788
chrX	70290089	70420832	ENSG00000090889	0	+	130743
chr2	43637272	43767987	ENSG00000152527	0	+	130715
chr2	159932005	160062610	ENSG00000153246	0	-	130605
chr15	51208056	51338610	ENSG00000137869	0	-	130554
chr7	157138912	157269372	ENSG00000009335	0	+	130460
chr1	77088989	77219430	ENSG00000142892	0	-	130441
chr1	179099326	179229684	ENSG00000143322	0	-	130358
chr3	52969118	53099453	ENSG00000272305	0	-	130335
chr11	17077729	17207983	ENSG00000011405	0	-	130254
chr5	141382738	141512979	ENSG00000253537	0	+	130241
chr3	125082635	125212864	ENSG00000221955	0	-	130229
chr4	107590275	107720452	ENSG00000138801	0	-	130177
chr5	140882207	141012344	ENSG00000239389	0	+	130137
chr1	6264268	6394391	ENSG00000097021	0	-	130123
chr6	124962544	125092633	ENSG00000146373	0	+	130089
chr2	68131237	68261230	ENSG00000273398	0	-	129993
chr17	17681472	17811453	ENSG00000108557	0	+	129981
chr6	13357829	13487662	ENSG00000145990	0	-	129833
chr8	78675742	78805523	ENSG00000104432	0	-	129781
chr2	182909114	183038858	ENSG00000061676	0	-	129744
chr12	21047178	21176895	ENSG00000257062	0	+	129717
chr7	90383720	90513402	ENSG00000157224	0	+	129682
chr1	5862810	5992473	ENSG00000131697	0	-	129663
chr7	138460333	138589993	ENSG00000122779	0	+	129660
chr6	53794496	53924121	ENSG00000137269	0	+	129625
chr6	115931148	116060758	ENSG00000111816	0	-	129610
chr10	26438202	26567803	ENSG00000077420	0	+	129601
chr3	142449234	142578826	ENSG00000175054	0	-	129592
chr9	96490240	96619830	ENSG00000081377	0	-	129590
chrX	84058345	84187907	ENSG00000072133	0	-	129562
chr10	102503986	102633535	ENSG00000107882	0	+	129549
chr5	172324999	172454523	ENSG00000174705	0	-	129524
chr5	157266078	157395595	ENSG00000055163	0	+	129517
chr4	102631487	102760994	ENSG00000109323	0	-	129507
chr6	42564061	42693504	ENSG00000024048	0	+	129443
chr13	40932027	41061440	ENSG00000120690	0	-	129413
chr12	68842196	68971570	ENSG00000135678	0	-	129374
chr1	95117922	95247225	ENSG00000271092	0	+	129303
chr7	66682163	66811464	ENSG00000154710	0	+	129301
chr1	170935470	171064765	ENSG00000117501	0	+	129295
chr3	88338412	88467562	ENSG00000283434	0	+	129150
chr13	36168793	36297842	ENSG00000250709	0	-	129049
chr2	164492811	164621848	ENSG00000115290	0	-	129037
chrX	10015561	10144478	ENSG00000047644	0	+	128917
chr17	17843510	17972422	ENSG00000175662	0	-	128912
chr14	61529127	61657964	ENSG00000258989	0	+	128837
chr16	74871366	75000173	ENSG00000103091	0	-	128807
chr11	128458760	128587558	ENSG00000134954	0	-	128798
chr14	31291790	31420582	ENSG00000129493	0	-	128792
chr1	92832736	92961522	ENSG00000154511	0	-	128786
chr4	186426545	186555328	ENSG00000272297	0	-	128783
chr7	93232339	93361121	ENSG00000004766	0	+	128782
chr15	72474325	72602985	ENSG00000166233	0	+	128660
chr15	68818220	68946811	ENSG00000258484	0	+	128591
chr10	129835282	129963841	ENSG00000108001	0	-	128559
chr4	109560204	109688726	ENSG00000005059	0	+	128522
chr15	52581316	52709817	ENSG00000047346	0	-	128501
chr11	111602390	111730853	ENSG00000170145	0	+	128463
chr4	140257285	140385726	ENSG00000153130	0	+	128441
chr2	33436323	33564750	ENSG00000152689	0	+	128427
chr10	73497537	73625953	ENSG00000166348	0	-	128416
chr1	93992834	94121132	ENSG00000198691	0	-	128298
chr3	141487046	141615342	ENSG00000155903	0	+	128296
chr1	21217246	21345504	ENSG00000117298	0	-	128258
chr2	230415941	230544090	ENSG00000067066	0	+	128149
chr8	23297188	23425328	ENSG00000134013	0	-	128140
chr3	182793499	182921635	ENSG00000058063	0	+	128136
chr16	87949243	88077318	ENSG00000172530	0	+	128075
chr8	53715556	53843558	ENSG00000047249	0	-	128002
chr15	92900188	93028005	ENSG00000173575	0	+	127817
chr6	130013698	130141451	ENSG00000198945	0	+	127753
chr4	81087369	81215117	ENSG00000138669	0	-	127748
chr1	223538006	223665734	ENSG00000203697	0	-	127728
chr16	853633	981318	ENSG00000103227	0	-	127685
chr9	98943178	99070792	ENSG00000204291	0	+	127614
chrX	38561369	38688920	ENSG00000156298	0	+	127551
chr17	15436020	15563561	ENSG00000259024	0	-	127541
chr3	51541143	51668667	ENSG00000164080	0	+	127524
chrX	40049814	40177329	ENSG00000183337	0	-	127515
chr9	841689	969090	ENSG00000137090	0	+	127401
chrX	64268080	64395431	ENSG00000102043	0	-	127351
chr9	33921692	34048949	ENSG00000137073	0	-	127257
chr5	102371781	102499016	ENSG00000205359	0	-	127235
chr10	96593311	96720514	ENSG00000155629	0	-	127203
chr2	74216241	74343414	ENSG00000188687	0	-	127173
chr6	151494029	151621193	ENSG00000120262	0	+	127164
chr14	77098310	77225462	ENSG00000259164	0	+	127152
chr7	137874978	138002067	ENSG00000182158	0	-	127089
chr15	44288728	44415758	ENSG00000166734	0	+	127030
chr2	63892145	64019072	ENSG00000143952	0	-	126927
chr12	1791956	1918836	ENSG00000151062	0	-	126880
chr5	43065175	43192021	ENSG00000172262	0	+	126846
chr17	46923132	47049932	ENSG00000262633	0	+	126800
chr6	153004458	153131249	ENSG00000091844	0	-	126791
chr11	128686534	128813267	ENSG00000151702	0	+	126733
chr11	3671082	3797792	ENSG00000110713	0	-	126710
chr4	22692913	22819568	ENSG00000249948	0	+	126655
chr3	33277024	33403662	ENSG00000153558	0	+	126638
chr4	4415741	4542346	ENSG00000168818	0	-	126605
chr11	9138824	9265390	ENSG00000184014	0	-	126566
chr8	65644733	65771261	ENSG00000066855	0	+	126528
chr3	170459583	170586074	ENSG00000013293	0	-	126491
chr3	11137092	11263557	ENSG00000196639	0	+	126465
chrX	139581769	139708227	ENSG00000101977	0	-	126458
chr12	64264761	64391192	ENSG00000185306	0	-	126431
chr10	89430298	89556641	ENSG00000152779	0	-	126343
chr3	119294372	119420714	ENSG00000031081	0	+	126342
chr9	5881595	6007901	ENSG00000183354	0	-	126306
chr4	154626944	154753118	ENSG00000121207	0	+	126174
chr10	73995192	74121363	ENSG00000035403	0	+	126171
chr12	15911171	16037282	ENSG00000023697	0	+	126111
chr1	94148987	94275068	ENSG00000137962	0	-	126081
chr6	108848415	108974472	ENSG00000118690	0	+	126057
chr4	47914141	48040173	ENSG00000163293	0	+	126032
chr1	183472215	183598246	ENSG00000116698	0	+	126031
chr7	116672389	116798386	ENSG00000105976	0	+	125997
chr17	43044294	43170245	ENSG00000012048	0	-	125951
chr1	202193900	202319781	ENSG00000133067	0	+	125881
chr1	108837659	108963484	ENSG00000274068	0	-	125825
chr13	20777328	20903048	ENSG00000132953	0	-	125720
chr6	160991726	161117385	ENSG00000085511	0	+	125659
chr3	8619399	8745040	ENSG00000125046	0	-	125641
chr3	141324212	141449792	ENSG00000177311	0	+	125580
chr6	105277564	105403084	ENSG00000085377	0	-	125520
chr7	7968793	8094272	ENSG00000106415	0	+	125479
chr8	42416474	42541926	ENSG00000168575	0	-	125452
chr11	123069864	123195281	ENSG00000166250	0	-	125417
chr5	141387697	141512979	ENSG00000253953	0	+	125282
chr14	102932378	103057462	ENSG00000198752	0	-	125084
chr10	95907602	96032684	ENSG00000188649	0	+	125082
chr9	121207793	121332843	ENSG00000148180	0	+	125050
chr10	124619291	124744269	ENSG00000189319	0	-	124978
chr6	108559834	108684774	ENSG00000118689	0	+	124940
chrX	16588002	16712936	ENSG00000047230	0	-	124934
chr1	13700197	13825079	ENSG00000116731	0	+	124882
chr8	38728185	38853028	ENSG00000147526	0	+	124843
chr8	65717509	65842322	ENSG00000205268	0	-	124813
chr8	116642129	116766925	ENSG00000147677	0	-	124796
chr10	806913	931705	ENSG00000107929	0	-	124792
chr7	22889370	23014130	ENSG00000122591	0	-	124760
chr2	10302888	10427617	ENSG00000115756	0	+	124729
chr5	149730297	149855022	ENSG00000155846	0	+	124725
chr3	10816199	10940733	ENSG00000132164	0	+	124534
chr1	52927228	53051703	ENSG00000116171	0	+	124475
chr1	35433489	35557950	ENSG00000142687	0	-	124461
chr12	51391316	51515763	ENSG00000050438	0	+	124447
chr6	108041408	108165854	ENSG00000081087	0	-	124446
chr13	20567068	20691437	ENSG00000032742	0	+	124369
chr10	132207491	132331847	ENSG00000165752	0	-	124356
chr6	143940299	144064599	ENSG00000118495	0	-	124300
chr14	85530143	85654426	ENSG00000185070	0	+	124283
chr14	103928461	104052667	ENSG00000156414	0	+	124206
chr1	220148292	220272454	ENSG00000118873	0	-	124162
chr2	135052264	135176394	ENSG00000115839	0	+	124130
chr14	90061764	90185857	ENSG00000152315	0	+	124093
chr2	86213992	86338083	ENSG00000068615	0	-	124091
chr9	111360691	111484745	ENSG00000136813	0	-	124054
chr5	87267887	87391931	ENSG00000145715	0	+	124044
chr2	196639553	196763490	ENSG00000144395	0	+	123937
chr9	110048597	110172512	ENSG00000241978	0	+	123915
chr14	58427384	58551289	ENSG00000100578	0	+	123905
chrX	73563199	73687102	ENSG00000204116	0	+	123903
chr4	6909241	7033118	ENSG00000132405	0	+	123877
chr15	75935968	76059795	ENSG00000169752	0	-	123827
chr9	2720468	2844241	ENSG00000080608	0	-	123773
chr3	14810852	14934565	ENSG00000154783	0	+	123713
chr3	37243176	37366751	ENSG00000144674	0	+	123575
chr13	27620741	27744237	ENSG00000186184	0	+	123496
chr9	134317097	134440585	ENSG00000186350	0	+	123488
chr10	31805403	31928876	ENSG00000165322	0	-	123473
chrX	115110615	115234072	ENSG00000130224	0	-	123457
chr2	48632290	48755724	ENSG00000279956	0	-	123434
chr8	52622455	52745843	ENSG00000023287	0	-	123388
chr4	143577301	143700675	ENSG00000183090	0	-	123374
chr8	614745	738106	ENSG00000104714	0	-	123361
chr2	174559571	174682916	ENSG00000115935	0	-	123345
chr14	39265283	39388513	ENSG00000150527	0	+	123230
chr6	154387503	154510659	ENSG00000153721	0	-	123156
chr10	11920021	12043170	ENSG00000151461	0	-	123149
chr14	31334311	31457441	ENSG00000203546	0	-	123130
chr4	13361353	13484365	ENSG00000157869	0	-	123012
chr17	12020823	12143830	ENSG00000065559	0	+	123007
chr11	102110460	102233423	ENSG00000137693	0	+	122963
chr14	103562961	103685924	ENSG00000256500	0	+	122963
chr3	97822039	97944963	ENSG00000080200	0	+	122924
chr14	34752730	34875647	ENSG00000198604	0	-	122917
chr11	77514935	77637805	ENSG00000074201	0	-	122870
chr9	109375465	109498313	ENSG00000070159	0	-	122848
chr8	27869881	27992727	ENSG00000168079	0	-	122846
chr15	57591907	57714745	ENSG00000137878	0	+	122838
chr2	36843639	36966472	ENSG00000115808	0	-	122833
chr5	141390156	141512979	ENSG00000253767	0	+	122823
chr8	26382897	26505636	ENSG00000104765	0	+	122739
chr5	53560632	53683340	ENSG00000164258	0	+	122708
chr11	62433541	62556235	ENSG00000124942	0	-	122694
chr8	28767660	28890242	ENSG00000104299	0	-	122582
chr1	240489572	240612149	ENSG00000180875	0	-	122577
chr12	21635341	21757857	ENSG00000111716	0	-	122516
chr8	41929478	42051990	ENSG00000083168	0	-	122512
chr3	37861959	37984469	ENSG00000144677	0	+	122510
chr3	66378796	66501263	ENSG00000144749	0	-	122467
chr10	92451683	92574076	ENSG00000119912	0	-	122393
chr7	23710166	23832513	ENSG00000196335	0	+	122347
chr9	61330716	61453030	ENSG00000283378	0	+	122314
chr12	96278260	96400560	ENSG00000059758	0	-	122300
chrX	38006581	38128819	ENSG00000147041	0	+	122238
chr7	129830731	129952949	ENSG00000186591	0	-	122218
chr13	20403666	20525857	ENSG00000165475	0	-	122191
chr1	183023459	183145592	ENSG00000135862	0	+	122133
chr11	17734773	17856804	ENSG00000129159	0	+	122031
chr2	191029575	191151596	ENSG00000138378	0	-	122021
chrX	110673855	110795819	ENSG00000101938	0	-	121964
chr8	21690402	21812357	ENSG00000168546	0	-	121955
chr14	52430589	52552522	ENSG00000087301	0	-	121933
chr16	69187128	69309052	ENSG00000168807	0	+	121924
chr6	55753644	55875564	ENSG00000112175	0	-	121920
chr15	39799031	39920892	ENSG00000166073	0	-	121861
chr11	110174879	110296722	ENSG00000137710	0	-	121843
chr2	65310850	65432637	ENSG00000198369	0	-	121787
chr10	48153087	48274870	ENSG00000170324	0	-	121783
chr12	130396136	130517917	ENSG00000060709	0	-	121781
chr2	73986403	74108176	ENSG00000187605	0	+	121773
chr11	20387529	20509294	ENSG00000185238	0	+	121765
chr6	75084325	75206051	ENSG00000111799	0	-	121726
chr6	118813441	118935162	ENSG00000111877	0	-	121721
chr9	18927657	19049354	ENSG00000155875	0	-	121697
chr6	42746957	42868560	ENSG00000112624	0	+	121603
chr16	18804852	18926454	ENSG00000157106	0	-	121602
chr1	3489919	3611495	ENSG00000162591	0	-	121576
chr12	70515865	70637440	ENSG00000127329	0	-	121575
chrX	72181352	72302926	ENSG00000102309	0	+	121574
chr12	102836884	102958410	ENSG00000171759	0	-	121526
chr3	132417525	132539032	ENSG00000138246	0	+	121507
chr4	108047544	108168956	ENSG00000138795	0	-	121412
chr3	192796814	192918161	ENSG00000180611	0	-	121347
chr10	91163011	91284331	ENSG00000180628	0	+	121320
chr6	69675801	69797111	ENSG00000168216	0	-	121310
chr4	15963075	16084378	ENSG00000007062	0	-	121303
chr7	43608455	43729717	ENSG00000106603	0	-	121262
chr12	89588048	89709300	ENSG00000070961	0	-	121252
chr1	200739557	200860704	ENSG00000118200	0	+	121147
chr4	5897372	6018507	ENSG00000181215	0	-	121135
chr10	72096031	72217134	ENSG00000138303	0	-	121103
chr17	19215614	19336715	ENSG00000072134	0	+	121101
chr5	94618346	94739436	ENSG00000133302	0	+	121090
chr1	67138906	67259979	ENSG00000162594	0	+	121073
chr12	108129470	108250537	ENSG00000075035	0	+	121067
chr9	27109140	27230175	ENSG00000120156	0	+	121035
chr8	70669364	70790371	ENSG00000221947	0	+	121007
chr1	77562415	77683419	ENSG00000036549	0	-	121004
chr7	30771416	30892387	ENSG00000106125	0	+	120971
chr7	24573267	24694193	ENSG00000105926	0	+	120926
chr11	10573090	10693988	ENSG00000072952	0	-	120898
chr12	25959028	26079892	ENSG00000123094	0	+	120864
chr14	50975261	51096061	ENSG00000100505	0	-	120800
chr7	112819146	112939916	ENSG00000164603	0	-	120770
chr12	82358496	82479236	ENSG00000127720	0	+	120740
chrX	132369316	132489968	ENSG00000076770	0	-	120652
chr8	2045039	2165552	ENSG00000036448	0	+	120513
chr3	120164644	120285094	ENSG00000175697	0	-	120450
chr6	107704103	107824317	ENSG00000146285	0	-	120214
chr12	116910955	117031148	ENSG00000174989	0	+	120193
chr16	56730104	56850286	ENSG00000102900	0	+	120182
chr10	134464	254637	ENSG00000015171	0	+	120173
chr16	20780192	20900349	ENSG00000196678	0	-	120157
chr10	121478333	121598458	ENSG00000066468	0	-	120125
chr4	70902325	71022449	ENSG00000173542	0	+	120124
chr17	5499426	5619424	ENSG00000091592	0	-	119998
chr9	99979178	100099040	ENSG00000023318	0	-	119862
chr1	202590595	202710417	ENSG00000143858	0	-	119822
chr7	37905931	38025695	ENSG00000106483	0	-	119764
chr6	53497340	53616970	ENSG00000001084	0	-	119630
chr16	15395753	15515348	ENSG00000261130	0	+	119595
chr2	203328218	203447723	ENSG00000138443	0	+	119505
chr3	133932695	134052184	ENSG00000174640	0	-	119489
chr3	122909192	123028605	ENSG00000082684	0	-	119413
chr2	64631620	64751005	ENSG00000179833	0	-	119385
chr12	53506687	53625979	ENSG00000267281	0	-	119292
chr5	147390810	147510056	ENSG00000113657	0	-	119246
chr4	55427902	55547138	ENSG00000134852	0	-	119236
chr2	10570765	10689987	ENSG00000115761	0	-	119222
chr5	41142233	41261438	ENSG00000039537	0	-	119205
chr8	26748149	26867273	ENSG00000120907	0	-	119124
chr14	60396468	60515543	ENSG00000179008	0	-	119075
chr5	149141482	149260542	ENSG00000173210	0	+	119060
chr3	113828181	113947174	ENSG00000178075	0	+	118993
chr6	131628441	131747418	ENSG00000154269	0	+	118977
chrX	64915801	65034713	ENSG00000126970	0	-	118912
chr16	48244295	48363122	ENSG00000102910	0	+	118827
chrX	111293778	111412429	ENSG00000077279	0	-	118651
chrX	100291643	100410273	ENSG00000165194	0	-	118630
chr7	5306789	5425414	ENSG00000182095	0	-	118625
chr1	198638670	198757283	ENSG00000081237	0	+	118613
chr5	137617499	137736090	ENSG00000146021	0	-	118591
chr4	139301454	139420033	ENSG00000164134	0	+	118579
chr6	151239998	151358557	ENSG00000131016	0	+	118559
chr12	53507855	53626410	ENSG00000170653	0	-	118555
chr5	78360582	78479071	ENSG00000085365	0	+	118489
chr14	103385391	103503831	ENSG00000075413	0	+	118440
chr8	96493350	96611780	ENSG00000169439	0	+	118430
chr2	111766270	111884690	ENSG00000153107	0	-	118420
chr5	172834274	172952685	ENSG00000113719	0	+	118411
chr1	114392776	114511160	ENSG00000197323	0	-	118384
chr1	27970343	28088696	ENSG00000158161	0	-	118353
chr11	89177451	89295759	ENSG00000077498	0	+	118308
chr3	36826819	36945057	ENSG00000168016	0	-	118238
chr13	51082118	51200252	ENSG00000226792	0	-	118134
chr2	218450250	218568361	ENSG00000135913	0	-	118111
chr2	36696689	36814792	ENSG00000205221	0	+	118103
chr15	34851781	34969839	ENSG00000021776	0	-	118058
chr17	47323289	47441312	ENSG00000178852	0	+	118023
chr14	44924318	45042322	ENSG00000179454	0	-	118004
chr11	11841422	11959323	ENSG00000170242	0	+	117901
chr10	59788762	59906656	ENSG00000108091	0	-	117894
chr2	17539125	17657018	ENSG00000163032	0	+	117893
chr1	18631005	18748866	ENSG00000009709	0	+	117861
chr13	95677138	95794989	ENSG00000102580	0	+	117851
chr3	139560179	139678017	ENSG00000163864	0	-	117838
chr3	130560333	130678155	ENSG00000206384	0	+	117822
chr5	55307759	55425581	ENSG00000039123	0	+	117822
chr2	119544431	119662251	ENSG00000163075	0	+	117820
chr8	109573977	109691791	ENSG00000147642	0	-	117814
chr1	19682212	19799945	ENSG00000162542	0	-	117733
chr11	9020390	9138114	ENSG00000175356	0	-	117724
chr15	51829627	51947295	ENSG00000138594	0	+	117668
chr12	101568352	101686018	ENSG00000196091	0	+	117666
chr5	176905004	177022633	ENSG00000087206	0	-	117629
chr2	233354506	233472104	ENSG00000077044	0	+	117598
chr11	96389988	96507574	ENSG00000183340	0	+	117586
chr1	120723922	120841481	ENSG00000273136	0	+	117559
chr1	203626560	203744081	ENSG00000058668	0	+	117521
chr7	44217149	44334577	ENSG00000058404	0	-	117428
chr8	91101831	91219236	ENSG00000214954	0	+	117405
chr2	171317404	171434802	ENSG00000123600	0	-	117398
chr12	1529890	1647243	ENSG00000111186	0	+	117353
chr6	157981886	158099176	ENSG00000078269	0	+	117290
chr3	142596386	142713664	ENSG00000120756	0	+	117278
chrX	20149910	20267100	ENSG00000177189	0	-	117190
chr7	107044648	107161811	ENSG00000005249	0	+	117163
chr8	133454847	133571940	ENSG00000008513	0	-	117093
chr3	49554488	49671545	ENSG00000164061	0	+	117057
chr10	59246128	59363181	ENSG00000148541	0	-	117053
chr4	74933094	75050115	ENSG00000169116	0	+	117021
chr11	64606173	64723188	ENSG00000110076	0	-	117015
chr2	25042129	25159137	ENSG00000084710	0	+	117008
chr16	55389699	55506691	ENSG00000087245	0	+	116992
chr4	176065833	176182818	ENSG00000150627	0	+	116985
chr1	78889763	79006718	ENSG00000162618	0	-	116955
chr11	85694223	85811159	ENSG00000137501	0	-	116936
chr10	90740822	90857698	ENSG00000148680	0	-	116876
chr2	16549458	16666331	ENSG00000197872	0	-	116873
chr3	147393421	147510293	ENSG00000152977	0	+	116872
chr15	73443157	73560014	ENSG00000183324	0	+	116857
chr5	175917872	176034680	ENSG00000051596	0	-	116808
chr7	159028174	159144957	ENSG00000106018	0	-	116783
chr6	75601508	75718278	ENSG00000112701	0	+	116770
chr7	99027437	99144100	ENSG00000198742	0	-	116663
chr9	127579369	127696027	ENSG00000136854	0	+	116658
chr4	25160662	25277306	ENSG00000281028	0	+	116644
chr2	8721080	8837630	ENSG00000134313	0	-	116550
chr2	165087521	165204067	ENSG00000153253	0	-	116546
chrX	136665546	136782088	ENSG00000129675	0	-	116542
chr14	53036744	53153282	ENSG00000100523	0	-	116538
chr7	137227340	137343865	ENSG00000105894	0	-	116525
chr14	39233901	39350423	ENSG00000258941	0	+	116522
chr2	47789315	47905793	ENSG00000138081	0	-	116478
chr5	169864263	169980740	ENSG00000204767	0	-	116477
chr7	74289474	74405943	ENSG00000106665	0	+	116469
chr14	74084795	74201235	ENSG00000205659	0	+	116440
chr17	7717353	7833744	ENSG00000183914	0	+	116391
chr15	79311061	79427432	ENSG00000166557	0	+	116371
chr8	119557085	119673453	ENSG00000136960	0	-	116368
chr9	137306895	137423262	ENSG00000187609	0	-	116367
chr6	170290702	170407065	ENSG00000112584	0	+	116363
chr1	75796881	75913238	ENSG00000057468	0	+	116357
chr4	25747426	25863760	ENSG00000091490	0	-	116334
chr4	72031803	72148067	ENSG00000056291	0	+	116264
chr7	2728111	2844324	ENSG00000146535	0	-	116213
chr15	55202965	55319113	ENSG00000069974	0	-	116148
chr2	205681989	205798133	ENSG00000118257	0	+	116144
chr12	79574978	79691097	ENSG00000177425	0	-	116119
chr6	117453816	117569858	ENSG00000164465	0	+	116042
chr15	75463250	75579289	ENSG00000169410	0	-	116039
chr4	102501328	102617302	ENSG00000109320	0	+	115974
chr2	231056863	231172827	ENSG00000173692	0	+	115964
chr2	36968382	37084342	ENSG00000008869	0	-	115960
chr11	77878719	77994678	ENSG00000149262	0	-	115959
chr9	112217715	112333667	ENSG00000119314	0	-	115952
chrX	136300962	136416888	ENSG00000156920	0	+	115926
chr9	26947038	27062930	ENSG00000096872	0	+	115892
chr1	145289899	145405778	ENSG00000162825	0	-	115879
chr4	118722822	118838683	ENSG00000150961	0	-	115861
chrX	43766610	43882447	ENSG00000069535	0	-	115837
chr3	70196893	70312726	ENSG00000242120	0	-	115833
chr9	96897916	97013708	ENSG00000196312	0	-	115792
chr13	24764151	24879921	ENSG00000132972	0	+	115770
chr7	138002323	138117986	ENSG00000122787	0	+	115663
chr1	89821013	89936611	ENSG00000171492	0	+	115598
chr4	165207617	165323156	ENSG00000109466	0	+	115539
chrX	154021572	154137103	ENSG00000169057	0	-	115531
chr8	17298029	17413528	ENSG00000003987	0	-	115499
chr8	140520155	140635619	ENSG00000123908	0	-	115464
chr12	116738177	116853631	ENSG00000135119	0	+	115454
chr6	41934932	42050357	ENSG00000112576	0	-	115425
chr15	90529924	90645345	ENSG00000140577	0	+	115421
chrX	18239313	18354727	ENSG00000102098	0	-	115414
chrX	133300102	133415490	ENSG00000076716	0	-	115388
chr2	48617797	48733148	ENSG00000242441	0	+	115351
chr1	146113651	146229000	ENSG00000213240	0	-	115349
chr2	102064543	102179874	ENSG00000115594	0	+	115331
chr15	51952105	52067372	ENSG00000069956	0	+	115267
chr2	224470149	224585397	ENSG00000036257	0	-	115248
chr3	121431426	121546641	ENSG00000051341	0	-	115215
chrX	101418286	101533459	ENSG00000196440	0	+	115173
chr15	43106224	43221283	ENSG00000166947	0	-	115059
chr1	21822244	21937297	ENSG00000142798	0	-	115053
chr5	141397986	141512979	ENSG00000276547	0	+	114993
chrX	54068323	54183281	ENSG00000184083	0	-	114958
chr12	75275978	75390928	ENSG00000180881	0	-	114950
chr15	89087458	89202360	ENSG00000140526	0	+	114902
chr15	99136322	99251223	ENSG00000103852	0	-	114901
chr6	158650013	158764876	ENSG00000164674	0	+	114863
chr3	183697817	183812625	ENSG00000163872	0	+	114808
chr1	98890244	99005032	ENSG00000117598	0	-	114788
chr2	25227854	25342590	ENSG00000119772	0	-	114736
chr3	86876387	86991119	ENSG00000206538	0	-	114732
chr12	106774594	106889316	ENSG00000111785	0	+	114722
chr12	123973943	124088594	ENSG00000274874	0	+	114651
chr3	180868140	180982753	ENSG00000114416	0	+	114613
chr8	9002146	9116746	ENSG00000104626	0	+	114600
chrX	24558086	24672677	ENSG00000102230	0	-	114591
chr2	47695529	47810101	ENSG00000116062	0	+	114572
chr10	26746592	26861087	ENSG00000136754	0	-	114495
chr16	3365098	3479550	ENSG00000262621	0	+	114452
chr8	10725398	10839847	ENSG00000258724	0	-	114449
chr14	50117119	50231558	ENSG00000100485	0	-	114439
chr12	100028454	100142848	ENSG00000111647	0	-	114394
chr9	93451721	93566107	ENSG00000048828	0	+	114386
chr3	20040022	20154404	ENSG00000114166	0	+	114382
chr2	36531804	36646087	ENSG00000171055	0	-	114283
chr4	89724098	89838315	ENSG00000145335	0	-	114217
chr14	74498169	74612378	ENSG00000119681	0	-	114209
chr17	16690260	16804453	ENSG00000266302	0	+	114193
chr2	216257864	216372027	ENSG00000144583	0	-	114163
chr16	75647785	75761872	ENSG00000166848	0	+	114087
chr15	90388217	90502243	ENSG00000140575	0	+	114026
chr15	22867051	22981063	ENSG00000273749	0	-	114012
chr5	137937959	138051961	ENSG00000031003	0	-	114002
chr16	28097978	28211920	ENSG00000169180	0	-	113942
chr9	36190855	36304781	ENSG00000122705	0	+	113926
chr8	144148015	144261940	ENSG00000179832	0	+	113925
chr1	227563542	227677443	ENSG00000181450	0	+	113901
chr13	19422876	19536762	ENSG00000132958	0	-	113886
chr14	103733751	103847590	ENSG00000088808	0	-	113839
chr10	18545560	18659285	ENSG00000241058	0	-	113725
chr16	70687438	70801161	ENSG00000103043	0	-	113723
chr11	70270699	70384403	ENSG00000131626	0	+	113704
chr14	30622111	30735812	ENSG00000092108	0	+	113701
chr9	120600812	120714470	ENSG00000106780	0	-	113658
chr1	167052835	167166479	ENSG00000143167	0	-	113644
chr5	16067138	16180762	ENSG00000183654	0	-	113624
chr5	121961960	122075570	ENSG00000151304	0	+	113610
chr11	69048896	69162440	ENSG00000162341	0	+	113544
chr12	108907740	109021240	ENSG00000166111	0	-	113500
chr1	150363090	150476566	ENSG00000163125	0	+	113476
chr9	6532463	6645783	ENSG00000178445	0	-	113320
chr1	99970010	100083321	ENSG00000283761	0	+	113311
chr6	112236805	112350094	ENSG00000281613	0	+	113289
chr9	4553385	4666674	ENSG00000106686	0	-	113289
chrX	151563621	151676739	ENSG00000166049	0	+	113118
chr10	125896538	126009592	ENSG00000203780	0	+	113054
chr6	34279678	34392674	ENSG00000272325	0	-	112996
chr2	1631886	1744852	ENSG00000130508	0	-	112966
chr13	108335353	108448316	ENSG00000283384	0	+	112963
chrX	37571568	37684463	ENSG00000147036	0	+	112895
chr3	72749276	72861914	ENSG00000144736	0	-	112638
chr12	12357078	12469694	ENSG00000165714	0	+	112616
chr6	39792297	39904877	ENSG00000146122	0	+	112580
chr8	38269696	38382272	ENSG00000147548	0	-	112576
chr10	94501433	94613905	ENSG00000119969	0	+	112472
chrX	74421460	74533917	ENSG00000147100	0	+	112457
chr15	48191663	48304078	ENSG00000074803	0	+	112415
chr6	110245927	110358272	ENSG00000053328	0	-	112345
chrX	53936675	54048958	ENSG00000172943	0	-	112283
chr5	157142932	157255191	ENSG00000113263	0	+	112259
chr14	44962207	45074431	ENSG00000198718	0	+	112224
chr5	71455614	71567820	ENSG00000145734	0	+	112206
chr11	85957683	86069882	ENSG00000073921	0	-	112199
